PAYMENTS_ID,LOAN_ID,DUE_DATE,PAID_DATE,AMOUNT_PAID,STATUS
PAY06283,LOAN20782,01-06-2023,25-05-2023,39911.32,Paid
PAY06284,LOAN20782,01-07-2023,01-07-2023,38445.85422,Partial
PAY06285,LOAN20782,01-08-2023,24-07-2023,39911.32,Paid
PAY06286,LOAN20782,01-09-2023,30-08-2023,39911.32,Paid
PAY06287,LOAN20782,01-10-2023,27-09-2023,39911.32,Paid
PAY06288,LOAN20782,01-11-2023,01-11-2023,39911.32,Paid
PAY06289,LOAN20782,01-12-2023,24-11-2023,39911.32,Paid
PAY06290,LOAN20782,01-01-2024,30-12-2023,39911.32,Paid
PAY06291,LOAN20782,01-02-2024,01-02-2024,39911.32,Paid
PAY06292,LOAN20782,01-03-2024,01-03-2024,39443.37702,Partial
PAY06293,LOAN20782,01-04-2024,31-03-2024,39911.32,Paid
PAY06294,LOAN20782,01-05-2024,02-05-2024,39911.32,Paid
PAY06295,LOAN20782,01-06-2024,02-06-2024,39911.32,Paid
PAY06296,LOAN20782,01-07-2024,25-06-2024,39911.32,Paid
PAY06297,LOAN20782,01-08-2024,26-07-2024,39911.32,Paid
PAY06298,LOAN20782,01-09-2024,23-08-2024,39911.32,Paid
PAY06299,LOAN20782,01-10-2024,02-10-2024,39911.32,Paid
PAY06300,LOAN20782,01-11-2024,22-10-2024,39911.32,Paid
PAY06301,LOAN20782,01-12-2024,01-12-2024,39911.32,Paid
PAY06302,LOAN20782,01-01-2025,27-12-2024,39911.32,Paid
PAY06303,LOAN20782,01-02-2025,22-01-2025,39911.32,Paid
PAY06304,LOAN20782,01-03-2025,02-03-2025,39911.32,Paid
PAY06305,LOAN20782,01-04-2025,27-03-2025,39911.32,Paid
PAY06306,LOAN20782,01-05-2025,03-05-2025,39499.08246,Partial
PAY06307,LOAN20782,01-06-2025,31-05-2025,39911.32,Paid
PAY13738,LOAN20784,01-07-2023,,0,Skipped
PAY13739,LOAN20784,01-08-2023,23-10-2023,60107.38,Late
PAY13740,LOAN20784,01-09-2023,04-09-2023,60107.38,Bounced
PAY13741,LOAN20784,01-10-2023,04-10-2023,60107.38,Bounced
PAY13742,LOAN20784,01-11-2023,04-11-2023,60107.38,Bounced
PAY13743,LOAN20784,01-12-2023,02-01-2024,60107.38,Late
PAY13744,LOAN20784,01-01-2024,,0,Skipped
PAY13745,LOAN20784,01-02-2024,05-02-2024,24871.35456,Partial
PAY13746,LOAN20784,01-03-2024,05-03-2024,60107.38,Bounced
PAY13747,LOAN20784,01-04-2024,19-04-2024,60107.38,Late
PAY13748,LOAN20784,01-05-2024,13-05-2024,41209.31935,Partial
PAY13749,LOAN20784,01-06-2024,05-06-2024,38496.56737,Partial
PAY13750,LOAN20784,01-07-2024,05-07-2024,60107.38,Bounced
PAY13751,LOAN20784,01-08-2024,02-08-2024,60107.38,Paid
PAY13752,LOAN20784,01-09-2024,03-09-2024,60107.38,Bounced
PAY13753,LOAN20784,01-10-2024,12-10-2024,37649.82822,Partial
PAY13754,LOAN20784,01-11-2024,02-11-2024,60107.38,Paid
PAY13755,LOAN20784,01-12-2024,,0,Skipped
PAY13756,LOAN20784,01-01-2025,06-01-2025,34405.65446,Partial
PAY13757,LOAN20784,01-02-2025,03-02-2025,60107.38,Paid
PAY13758,LOAN20784,01-03-2025,16-04-2025,60107.38,Late
PAY13759,LOAN20784,01-04-2025,10-04-2025,31866.3652,Partial
PAY13760,LOAN20784,01-05-2025,,0,Skipped
PAY13761,LOAN20784,01-06-2025,04-06-2025,60107.38,Bounced
PAY09849,LOAN20789,01-05-2023,25-04-2023,78265.5,Paid
PAY09850,LOAN20789,01-06-2023,28-05-2023,78265.5,Paid
PAY09851,LOAN20789,01-07-2023,24-06-2023,78265.5,Paid
PAY09852,LOAN20789,01-08-2023,24-07-2023,78265.5,Paid
PAY09853,LOAN20789,01-09-2023,26-08-2023,78265.5,Paid
PAY09854,LOAN20789,01-10-2023,21-09-2023,78265.5,Paid
PAY09855,LOAN20789,01-11-2023,31-10-2023,78265.5,Paid
PAY09856,LOAN20789,01-12-2023,27-11-2023,78265.5,Paid
PAY09857,LOAN20789,01-01-2024,23-12-2023,78265.5,Paid
PAY09858,LOAN20789,01-02-2024,25-01-2024,78265.5,Paid
PAY09859,LOAN20789,01-03-2024,21-02-2024,78265.5,Paid
PAY09860,LOAN20789,01-04-2024,24-03-2024,78265.5,Paid
PAY09861,LOAN20789,01-05-2024,25-04-2024,78265.5,Paid
PAY09862,LOAN20789,01-06-2024,25-05-2024,78265.5,Paid
PAY09863,LOAN20789,01-07-2024,30-06-2024,78265.5,Paid
PAY09864,LOAN20789,01-08-2024,29-07-2024,78265.5,Paid
PAY09865,LOAN20789,01-09-2024,30-08-2024,78265.5,Paid
PAY09866,LOAN20789,01-10-2024,27-09-2024,78265.5,Paid
PAY09867,LOAN20789,01-11-2024,29-10-2024,78265.5,Paid
PAY09868,LOAN20789,01-12-2024,30-11-2024,78265.5,Paid
PAY09869,LOAN20789,01-01-2025,23-12-2024,78265.5,Paid
PAY09870,LOAN20789,01-02-2025,30-01-2025,78265.5,Paid
PAY09871,LOAN20789,01-03-2025,21-02-2025,78265.5,Paid
PAY09872,LOAN20789,01-04-2025,22-03-2025,78265.5,Paid
PAY09873,LOAN20789,01-05-2025,23-04-2025,78265.5,Paid
PAY09874,LOAN20789,01-06-2025,31-05-2025,78265.5,Paid
PAY15660,LOAN20792,01-05-2023,25-04-2023,62928.76,Paid
PAY15661,LOAN20792,01-06-2023,31-05-2023,62928.76,Paid
PAY15662,LOAN20792,01-07-2023,21-06-2023,62928.76,Paid
PAY15663,LOAN20792,01-08-2023,28-07-2023,62928.76,Paid
PAY15664,LOAN20792,01-09-2023,26-08-2023,62928.76,Paid
PAY15665,LOAN20792,01-10-2023,28-09-2023,62928.76,Paid
PAY15666,LOAN20792,01-11-2023,28-10-2023,62928.76,Paid
PAY15667,LOAN20792,01-12-2023,23-11-2023,62928.76,Paid
PAY15668,LOAN20792,01-01-2024,25-12-2023,62928.76,Paid
PAY15669,LOAN20792,01-02-2024,24-01-2024,62928.76,Paid
PAY15670,LOAN20792,01-03-2024,25-02-2024,62928.76,Paid
PAY15671,LOAN20792,01-04-2024,25-03-2024,62928.76,Paid
PAY15672,LOAN20792,01-05-2024,27-04-2024,62928.76,Paid
PAY15673,LOAN20792,01-06-2024,31-05-2024,62928.76,Paid
PAY15674,LOAN20792,01-07-2024,28-06-2024,62928.76,Paid
PAY15675,LOAN20792,01-08-2024,23-07-2024,62928.76,Paid
PAY15676,LOAN20792,01-09-2024,31-08-2024,62928.76,Paid
PAY15677,LOAN20792,01-10-2024,25-09-2024,62928.76,Paid
PAY15678,LOAN20792,01-11-2024,24-10-2024,62928.76,Paid
PAY15679,LOAN20792,01-12-2024,26-11-2024,62928.76,Paid
PAY15680,LOAN20792,01-01-2025,25-12-2024,62928.76,Paid
PAY15681,LOAN20792,01-02-2025,30-01-2025,62928.76,Paid
PAY15682,LOAN20792,01-03-2025,22-02-2025,62928.76,Paid
PAY15683,LOAN20792,01-04-2025,29-03-2025,62928.76,Paid
PAY15684,LOAN20792,01-05-2025,26-04-2025,62928.76,Paid
PAY15685,LOAN20792,01-06-2025,22-05-2025,62928.76,Paid
PAY00246,LOAN20799,01-04-2023,04-04-2023,39752.28,Bounced
PAY00247,LOAN20799,01-05-2023,04-05-2023,39752.28,Bounced
PAY00248,LOAN20799,01-06-2023,03-06-2023,39752.28,Bounced
PAY00249,LOAN20799,01-07-2023,02-07-2023,39752.28,Paid
PAY00250,LOAN20799,01-08-2023,01-08-2023,39752.28,Paid
PAY00251,LOAN20799,01-09-2023,,0,Skipped
PAY00252,LOAN20799,01-10-2023,19-12-2023,39752.28,Late
PAY00253,LOAN20799,01-11-2023,31-12-2023,39752.28,Late
PAY00254,LOAN20799,01-12-2023,27-11-2023,39752.28,Paid
PAY00255,LOAN20799,01-01-2024,27-03-2024,39752.28,Late
PAY00256,LOAN20799,01-02-2024,,0,Skipped
PAY00257,LOAN20799,01-03-2024,02-05-2024,39752.28,Late
PAY00258,LOAN20799,01-04-2024,25-05-2024,39752.28,Late
PAY00259,LOAN20799,01-05-2024,16-05-2024,39752.28,Late
PAY00260,LOAN20799,01-06-2024,,0,Skipped
PAY00261,LOAN20799,01-07-2024,06-07-2024,39752.28,Bounced
PAY00262,LOAN20799,01-08-2024,,0,Skipped
PAY00263,LOAN20799,01-09-2024,01-09-2024,39752.28,Bounced
PAY00264,LOAN20799,01-10-2024,02-10-2024,39752.28,Bounced
PAY00265,LOAN20799,01-11-2024,,0,Skipped
PAY00266,LOAN20799,01-12-2024,13-12-2024,14076.25302,Partial
PAY00267,LOAN20799,01-01-2025,,0,Skipped
PAY00268,LOAN20799,01-02-2025,06-02-2025,39752.28,Bounced
PAY00269,LOAN20799,01-03-2025,28-03-2025,39752.28,Late
PAY00270,LOAN20799,01-04-2025,11-05-2025,39752.28,Late
PAY00271,LOAN20799,01-05-2025,,0,Skipped
PAY00272,LOAN20799,01-06-2025,25-08-2025,39752.28,Late
PAY16546,LOAN20800,01-02-2024,,0,Skipped
PAY16547,LOAN20800,01-03-2024,,0,Skipped
PAY16548,LOAN20800,01-04-2024,,0,Skipped
PAY16549,LOAN20800,01-05-2024,29-04-2024,60355.49,Paid
PAY16550,LOAN20800,01-06-2024,01-06-2024,40547.70747,Partial
PAY16551,LOAN20800,01-07-2024,,0,Skipped
PAY16552,LOAN20800,01-08-2024,,0,Skipped
PAY16553,LOAN20800,01-09-2024,08-09-2024,36228.09665,Partial
PAY16554,LOAN20800,01-10-2024,06-11-2024,60355.49,Late
PAY16555,LOAN20800,01-11-2024,13-11-2024,28834.40824,Partial
PAY16556,LOAN20800,01-12-2024,07-12-2024,44314.91931,Partial
PAY16557,LOAN20800,01-01-2025,27-12-2024,60355.49,Paid
PAY16558,LOAN20800,01-02-2025,03-02-2025,60355.49,Bounced
PAY16559,LOAN20800,01-03-2025,05-03-2025,60355.49,Bounced
PAY16560,LOAN20800,01-04-2025,06-04-2025,60355.49,Bounced
PAY16561,LOAN20800,01-05-2025,03-05-2025,60355.49,Bounced
PAY16562,LOAN20800,01-06-2025,18-06-2025,60355.49,Late
PAY05400,LOAN20803,01-01-2025,30-12-2024,48419.32,Paid
PAY05401,LOAN20803,01-02-2025,24-01-2025,48419.32,Paid
PAY05402,LOAN20803,01-03-2025,26-02-2025,48419.32,Paid
PAY05403,LOAN20803,01-04-2025,31-03-2025,48419.32,Paid
PAY05404,LOAN20803,01-05-2025,27-04-2025,48419.32,Paid
PAY05405,LOAN20803,01-06-2025,31-05-2025,48419.32,Paid
PAY07371,LOAN20804,01-06-2025,07-06-2025,12671.43821,Partial
PAY17352,LOAN20806,01-12-2024,12-12-2024,2410.343875,Partial
PAY17353,LOAN20806,01-01-2025,,0,Skipped
PAY17354,LOAN20806,01-02-2025,01-05-2025,7711.81,Late
PAY17355,LOAN20806,01-03-2025,24-02-2025,7711.81,Paid
PAY17356,LOAN20806,01-04-2025,28-03-2025,7711.81,Paid
PAY17357,LOAN20806,01-05-2025,14-05-2025,7711.81,Late
PAY17358,LOAN20806,01-06-2025,,0,Skipped
PAY00273,LOAN20809,01-11-2024,,0,Skipped
PAY00274,LOAN20809,01-12-2024,,0,Skipped
PAY00275,LOAN20809,01-01-2025,,0,Skipped
PAY00276,LOAN20809,01-02-2025,05-02-2025,7738.125435,Partial
PAY00277,LOAN20809,01-03-2025,07-03-2025,15487.79,Bounced
PAY00278,LOAN20809,01-04-2025,02-04-2025,15487.79,Paid
PAY00279,LOAN20809,01-05-2025,10-07-2025,15487.79,Late
PAY00280,LOAN20809,01-06-2025,19-08-2025,15487.79,Late
PAY11565,LOAN20811,01-11-2023,28-10-2023,77773.56,Paid
PAY11566,LOAN20811,01-12-2023,26-11-2023,77773.56,Paid
PAY11567,LOAN20811,01-01-2024,27-12-2023,77773.56,Paid
PAY11568,LOAN20811,01-02-2024,22-01-2024,77773.56,Paid
PAY11569,LOAN20811,01-03-2024,22-02-2024,77773.56,Paid
PAY11570,LOAN20811,01-04-2024,29-03-2024,77773.56,Paid
PAY11571,LOAN20811,01-05-2024,24-04-2024,77773.56,Paid
PAY11572,LOAN20811,01-06-2024,26-05-2024,77773.56,Paid
PAY11573,LOAN20811,01-07-2024,30-06-2024,77773.56,Paid
PAY11574,LOAN20811,01-08-2024,27-07-2024,77773.56,Paid
PAY11575,LOAN20811,01-09-2024,23-08-2024,77773.56,Paid
PAY11576,LOAN20811,01-10-2024,24-09-2024,77773.56,Paid
PAY11577,LOAN20811,01-11-2024,31-10-2024,77773.56,Paid
PAY11578,LOAN20811,01-12-2024,28-11-2024,77773.56,Paid
PAY11579,LOAN20811,01-01-2025,30-12-2024,77773.56,Paid
PAY11580,LOAN20811,01-02-2025,22-01-2025,77773.56,Paid
PAY11581,LOAN20811,01-03-2025,23-02-2025,77773.56,Paid
PAY11582,LOAN20811,01-04-2025,24-03-2025,77773.56,Paid
PAY11583,LOAN20811,01-05-2025,29-04-2025,77773.56,Paid
PAY11584,LOAN20811,01-06-2025,22-05-2025,77773.56,Paid
PAY11301,LOAN20819,01-05-2024,28-04-2024,61705.32,Paid
PAY11302,LOAN20819,01-06-2024,29-05-2024,61705.32,Paid
PAY11303,LOAN20819,01-07-2024,24-06-2024,61705.32,Paid
PAY11304,LOAN20819,01-08-2024,05-08-2024,61705.32,Late
PAY11305,LOAN20819,01-09-2024,02-09-2024,61705.32,Paid
PAY11306,LOAN20819,01-10-2024,21-09-2024,61705.32,Paid
PAY11307,LOAN20819,01-11-2024,26-10-2024,61705.32,Paid
PAY11308,LOAN20819,01-12-2024,02-12-2024,61705.32,Paid
PAY11309,LOAN20819,01-01-2025,26-12-2024,61705.32,Paid
PAY11310,LOAN20819,01-02-2025,27-01-2025,61705.32,Paid
PAY11311,LOAN20819,01-03-2025,27-02-2025,61705.32,Paid
PAY11312,LOAN20819,01-04-2025,29-03-2025,61705.32,Paid
PAY11313,LOAN20819,01-05-2025,23-04-2025,61705.32,Paid
PAY11314,LOAN20819,01-06-2025,01-06-2025,61705.32,Paid
PAY15166,LOAN20828,01-09-2021,31-08-2021,37621.19,Paid
PAY15167,LOAN20828,01-10-2021,28-09-2021,37621.19,Paid
PAY15168,LOAN20828,01-11-2021,01-11-2021,37621.19,Paid
PAY15169,LOAN20828,01-12-2021,01-12-2021,37621.19,Paid
PAY15170,LOAN20828,01-01-2022,31-12-2021,37621.19,Paid
PAY15171,LOAN20828,01-02-2022,27-01-2022,37621.19,Paid
PAY15172,LOAN20828,01-03-2022,01-03-2022,37621.19,Paid
PAY15173,LOAN20828,01-04-2022,25-03-2022,37621.19,Paid
PAY15174,LOAN20828,01-05-2022,02-05-2022,37621.19,Paid
PAY15175,LOAN20828,01-06-2022,25-05-2022,37621.19,Paid
PAY15176,LOAN20828,01-07-2022,24-06-2022,37621.19,Paid
PAY15177,LOAN20828,01-08-2022,01-08-2022,37621.19,Paid
PAY15178,LOAN20828,01-09-2022,23-08-2022,37621.19,Paid
PAY15179,LOAN20828,01-10-2022,21-09-2022,37621.19,Paid
PAY15180,LOAN20828,01-11-2022,02-11-2022,37621.19,Paid
PAY15181,LOAN20828,01-12-2022,28-11-2022,37621.19,Paid
PAY15182,LOAN20828,01-01-2023,25-12-2022,37621.19,Paid
PAY15183,LOAN20828,01-02-2023,29-01-2023,37621.19,Paid
PAY15184,LOAN20828,01-03-2023,02-03-2023,35902.31961,Partial
PAY15185,LOAN20828,01-04-2023,23-03-2023,37621.19,Paid
PAY15186,LOAN20828,01-05-2023,24-04-2023,37621.19,Paid
PAY15187,LOAN20828,01-06-2023,23-05-2023,37621.19,Paid
PAY15188,LOAN20828,01-07-2023,21-06-2023,37621.19,Paid
PAY15189,LOAN20828,01-08-2023,24-07-2023,37621.19,Paid
PAY15190,LOAN20828,01-09-2023,25-08-2023,37621.19,Paid
PAY15191,LOAN20828,01-10-2023,22-09-2023,37621.19,Paid
PAY15192,LOAN20828,01-11-2023,25-10-2023,37621.19,Paid
PAY15193,LOAN20828,01-12-2023,30-11-2023,37621.19,Paid
PAY15194,LOAN20828,01-01-2024,27-12-2023,37621.19,Paid
PAY15195,LOAN20828,01-02-2024,26-01-2024,37621.19,Paid
PAY07247,LOAN20829,01-01-2025,,0,Skipped
PAY07248,LOAN20829,01-02-2025,,0,Skipped
PAY07249,LOAN20829,01-03-2025,10-03-2025,39477.47935,Partial
PAY07250,LOAN20829,01-04-2025,02-04-2025,50904.48654,Partial
PAY07251,LOAN20829,01-05-2025,,0,Skipped
PAY07252,LOAN20829,01-06-2025,10-06-2025,26085.23811,Partial
PAY04386,LOAN20830,01-12-2024,26-11-2024,24087.09,Paid
PAY04387,LOAN20830,01-01-2025,22-01-2025,24087.09,Late
PAY04388,LOAN20830,01-02-2025,21-02-2025,24087.09,Late
PAY04389,LOAN20830,01-03-2025,,0,Skipped
PAY04390,LOAN20830,01-04-2025,07-04-2025,24087.09,Late
PAY04391,LOAN20830,01-05-2025,30-04-2025,24087.09,Paid
PAY04392,LOAN20830,01-06-2025,04-06-2025,24087.09,Bounced
PAY15383,LOAN20834,01-03-2022,01-03-2022,76515.34,Paid
PAY15384,LOAN20834,01-04-2022,28-03-2022,76515.34,Paid
PAY15385,LOAN20834,01-05-2022,25-04-2022,76515.34,Paid
PAY15386,LOAN20834,01-06-2022,01-06-2022,76515.34,Paid
PAY15387,LOAN20834,01-07-2022,02-07-2022,76515.34,Paid
PAY15388,LOAN20834,01-08-2022,02-08-2022,76515.34,Paid
PAY15389,LOAN20834,01-09-2022,02-09-2022,76515.34,Paid
PAY15390,LOAN20834,01-10-2022,26-09-2022,76515.34,Paid
PAY15391,LOAN20834,01-11-2022,25-10-2022,76515.34,Paid
PAY15392,LOAN20834,01-12-2022,28-11-2022,76515.34,Paid
PAY15393,LOAN20834,01-01-2023,30-12-2022,76515.34,Paid
PAY15394,LOAN20834,01-02-2023,26-01-2023,76515.34,Paid
PAY15395,LOAN20834,01-03-2023,01-03-2023,76515.34,Paid
PAY15396,LOAN20834,01-04-2023,31-03-2023,76515.34,Paid
PAY15397,LOAN20834,01-05-2023,26-04-2023,76515.34,Paid
PAY15398,LOAN20834,01-06-2023,29-05-2023,76515.34,Paid
PAY15399,LOAN20834,01-07-2023,23-06-2023,76515.34,Paid
PAY15400,LOAN20834,01-08-2023,02-08-2023,76515.34,Paid
PAY15401,LOAN20834,01-09-2023,30-08-2023,76515.34,Paid
PAY15402,LOAN20834,01-10-2023,30-09-2023,76515.34,Paid
PAY15403,LOAN20834,01-11-2023,23-10-2023,76515.34,Paid
PAY15404,LOAN20834,01-12-2023,23-11-2023,76515.34,Paid
PAY15405,LOAN20834,01-01-2024,22-12-2023,76515.34,Paid
PAY15406,LOAN20834,01-02-2024,29-01-2024,76515.34,Paid
PAY15407,LOAN20834,01-03-2024,26-02-2024,76515.34,Paid
PAY15408,LOAN20834,01-04-2024,23-03-2024,76515.34,Paid
PAY15409,LOAN20834,01-05-2024,29-04-2024,76515.34,Paid
PAY15410,LOAN20834,01-06-2024,29-05-2024,76515.34,Paid
PAY15411,LOAN20834,01-07-2024,02-07-2024,76515.34,Paid
PAY15412,LOAN20834,01-08-2024,28-07-2024,76515.34,Paid
PAY13931,LOAN20835,01-12-2021,03-12-2021,37703.71396,Partial
PAY13932,LOAN20835,01-01-2022,31-12-2021,40213.05,Paid
PAY13933,LOAN20835,01-02-2022,30-01-2022,40213.05,Paid
PAY13934,LOAN20835,01-03-2022,01-03-2022,40213.05,Paid
PAY13935,LOAN20835,01-04-2022,24-03-2022,40213.05,Paid
PAY13936,LOAN20835,01-05-2022,21-04-2022,40213.05,Paid
PAY13937,LOAN20835,01-06-2022,25-05-2022,40213.05,Paid
PAY13938,LOAN20835,01-07-2022,21-06-2022,40213.05,Paid
PAY13939,LOAN20835,01-08-2022,25-07-2022,40213.05,Paid
PAY13940,LOAN20835,01-09-2022,23-08-2022,40213.05,Paid
PAY13941,LOAN20835,01-10-2022,02-10-2022,40213.05,Paid
PAY13942,LOAN20835,01-11-2022,24-10-2022,40213.05,Paid
PAY13943,LOAN20835,01-12-2022,01-12-2022,40213.05,Paid
PAY13944,LOAN20835,01-01-2023,30-12-2022,40213.05,Paid
PAY13945,LOAN20835,01-02-2023,31-01-2023,40213.05,Paid
PAY13946,LOAN20835,01-03-2023,23-02-2023,40213.05,Paid
PAY13947,LOAN20835,01-04-2023,25-03-2023,40213.05,Paid
PAY13948,LOAN20835,01-05-2023,02-05-2023,40213.05,Paid
PAY13949,LOAN20835,01-06-2023,23-05-2023,40213.05,Paid
PAY13950,LOAN20835,01-07-2023,26-06-2023,40213.05,Paid
PAY13951,LOAN20835,01-08-2023,26-07-2023,40213.05,Paid
PAY13952,LOAN20835,01-09-2023,31-08-2023,40213.05,Paid
PAY13953,LOAN20835,01-10-2023,21-09-2023,40213.05,Paid
PAY13954,LOAN20835,01-11-2023,28-10-2023,40213.05,Paid
PAY13955,LOAN20835,01-12-2023,30-11-2023,40213.05,Paid
PAY13956,LOAN20835,01-01-2024,29-12-2023,40213.05,Paid
PAY13957,LOAN20835,01-02-2024,30-01-2024,40213.05,Paid
PAY13958,LOAN20835,01-03-2024,26-02-2024,40213.05,Paid
PAY13959,LOAN20835,01-04-2024,31-03-2024,40213.05,Paid
PAY13960,LOAN20835,01-05-2024,02-05-2024,40213.05,Paid
PAY13961,LOAN20835,01-06-2024,31-05-2024,40213.05,Paid
PAY13962,LOAN20835,01-07-2024,23-06-2024,40213.05,Paid
PAY13963,LOAN20835,01-08-2024,02-08-2024,40213.05,Paid
PAY01743,LOAN20837,01-04-2022,14-05-2022,28054.94,Late
PAY01744,LOAN20837,01-05-2022,15-05-2022,14376.11603,Partial
PAY01745,LOAN20837,01-06-2022,07-06-2022,28054.94,Bounced
PAY01746,LOAN20837,01-07-2022,,0,Skipped
PAY01747,LOAN20837,01-08-2022,,0,Skipped
PAY01748,LOAN20837,01-09-2022,,0,Skipped
PAY01749,LOAN20837,01-10-2022,30-11-2022,28054.94,Late
PAY01750,LOAN20837,01-11-2022,12-11-2022,17373.32419,Partial
PAY01751,LOAN20837,01-12-2022,09-02-2023,28054.94,Late
PAY01752,LOAN20837,01-01-2023,10-01-2023,9609.028225,Partial
PAY01753,LOAN20837,01-02-2023,03-02-2023,28054.94,Bounced
PAY01754,LOAN20837,01-03-2023,28-02-2023,28054.94,Paid
PAY01755,LOAN20837,01-04-2023,15-05-2023,28054.94,Late
PAY01756,LOAN20837,01-05-2023,02-05-2023,12170.85667,Partial
PAY01757,LOAN20837,01-06-2023,16-06-2023,28054.94,Late
PAY01758,LOAN20837,01-07-2023,29-06-2023,28054.94,Paid
PAY01759,LOAN20837,01-08-2023,06-08-2023,28054.94,Bounced
PAY01760,LOAN20837,01-09-2023,31-08-2023,28054.94,Paid
PAY01761,LOAN20837,01-10-2023,27-10-2023,28054.94,Late
PAY01762,LOAN20837,01-11-2023,03-11-2023,28054.94,Paid
PAY01763,LOAN20837,01-12-2023,04-12-2023,28054.94,Bounced
PAY01764,LOAN20837,01-01-2024,,0,Skipped
PAY01765,LOAN20837,01-02-2024,27-02-2024,28054.94,Late
PAY01766,LOAN20837,01-03-2024,,0,Skipped
PAY01767,LOAN20837,01-04-2024,07-05-2024,28054.94,Late
PAY01768,LOAN20837,01-05-2024,15-06-2024,28054.94,Late
PAY01769,LOAN20837,01-06-2024,30-05-2024,28054.94,Paid
PAY01770,LOAN20837,01-07-2024,14-07-2024,28054.94,Late
PAY01771,LOAN20837,01-08-2024,05-08-2024,28054.94,Bounced
PAY01772,LOAN20837,01-09-2024,30-08-2024,28054.94,Paid
PAY01773,LOAN20837,01-10-2024,03-12-2024,28054.94,Late
PAY01774,LOAN20837,01-11-2024,13-11-2024,20927.37193,Partial
PAY01775,LOAN20837,01-12-2024,,0,Skipped
PAY01776,LOAN20837,01-01-2025,26-01-2025,28054.94,Late
PAY01777,LOAN20837,01-02-2025,05-02-2025,28054.94,Bounced
PAY01778,LOAN20837,01-03-2025,26-04-2025,28054.94,Late
PAY01779,LOAN20837,01-04-2025,29-03-2025,28054.94,Paid
PAY01780,LOAN20837,01-05-2025,,0,Skipped
PAY01781,LOAN20837,01-06-2025,31-05-2025,28054.94,Paid
PAY00437,LOAN20840,01-12-2021,02-12-2021,47735.49,Paid
PAY00438,LOAN20840,01-01-2022,26-12-2021,47735.49,Paid
PAY00439,LOAN20840,01-02-2022,29-01-2022,47735.49,Paid
PAY00440,LOAN20840,01-03-2022,02-03-2022,47735.49,Paid
PAY00441,LOAN20840,01-04-2022,27-03-2022,47735.49,Paid
PAY00442,LOAN20840,01-05-2022,27-04-2022,47735.49,Paid
PAY00443,LOAN20840,01-06-2022,24-05-2022,47735.49,Paid
PAY00444,LOAN20840,01-07-2022,23-06-2022,47735.49,Paid
PAY00445,LOAN20840,01-08-2022,30-07-2022,47735.49,Paid
PAY00446,LOAN20840,01-09-2022,23-08-2022,47735.49,Paid
PAY00447,LOAN20840,01-10-2022,02-10-2022,47735.49,Paid
PAY00448,LOAN20840,01-11-2022,02-11-2022,47735.49,Paid
PAY00449,LOAN20840,01-12-2022,25-11-2022,47735.49,Paid
PAY00450,LOAN20840,01-01-2023,31-12-2022,47735.49,Paid
PAY00451,LOAN20840,01-02-2023,22-01-2023,47735.49,Paid
PAY00452,LOAN20840,01-03-2023,24-02-2023,47735.49,Paid
PAY00453,LOAN20840,01-04-2023,30-03-2023,47735.49,Paid
PAY00454,LOAN20840,01-05-2023,22-04-2023,47735.49,Paid
PAY00455,LOAN20840,01-06-2023,28-05-2023,47735.49,Paid
PAY00456,LOAN20840,01-07-2023,22-06-2023,47735.49,Paid
PAY00457,LOAN20840,01-08-2023,25-07-2023,47735.49,Paid
PAY00458,LOAN20840,01-09-2023,26-08-2023,47735.49,Paid
PAY00459,LOAN20840,01-10-2023,29-09-2023,47735.49,Paid
PAY00460,LOAN20840,01-11-2023,30-10-2023,47735.49,Paid
PAY00461,LOAN20840,01-12-2023,02-12-2023,47735.49,Paid
PAY00462,LOAN20840,01-01-2024,28-12-2023,47735.49,Paid
PAY00463,LOAN20840,01-02-2024,30-01-2024,47735.49,Paid
PAY00464,LOAN20840,01-03-2024,01-03-2024,47735.49,Paid
PAY00465,LOAN20840,01-04-2024,30-03-2024,47735.49,Paid
PAY00466,LOAN20840,01-05-2024,01-05-2024,47735.49,Paid
PAY00467,LOAN20840,01-06-2024,27-05-2024,47735.49,Paid
PAY00468,LOAN20840,01-07-2024,27-06-2024,47735.49,Paid
PAY00469,LOAN20840,01-08-2024,25-07-2024,47735.49,Paid
PAY00470,LOAN20840,01-09-2024,22-08-2024,47735.49,Paid
PAY00471,LOAN20840,01-10-2024,30-09-2024,47735.49,Paid
PAY00472,LOAN20840,01-11-2024,01-11-2024,47735.49,Paid
PAY00473,LOAN20840,01-12-2024,25-11-2024,47735.49,Paid
PAY00474,LOAN20840,01-01-2025,27-12-2024,47735.49,Paid
PAY00475,LOAN20840,01-02-2025,27-01-2025,47735.49,Paid
PAY00476,LOAN20840,01-03-2025,28-02-2025,47735.49,Paid
PAY00477,LOAN20840,01-04-2025,02-04-2025,47735.49,Paid
PAY00478,LOAN20840,01-05-2025,25-04-2025,47735.49,Paid
PAY00479,LOAN20840,01-06-2025,01-06-2025,47735.49,Paid
PAY17005,LOAN20841,01-02-2022,01-02-2022,121477.26,Paid
PAY17006,LOAN20841,01-03-2022,26-02-2022,121477.26,Paid
PAY17007,LOAN20841,01-04-2022,30-03-2022,121477.26,Paid
PAY17008,LOAN20841,01-05-2022,22-04-2022,121477.26,Paid
PAY17009,LOAN20841,01-06-2022,28-05-2022,121477.26,Paid
