LOAN_ID,CUSTOMER_ID,LOAN_AMOUNT,LOAN_TYPE,RATE_OF_INTEREST,EMI,TERM_MONTHS,LOAN_STATUS,ISSUE_DATE
LOAN20593,CUST10430,"7,81,287.00",Education,13,"26,940.52",35,Active,13-02-2023
LOAN20594,CUST10195,"2,83,614.00",Personal,14,"9,916.48",35,Active,28-04-2025
LOAN20595,CUST10827,"25,01,622.00",Asset,9,"66,962.18",44,Active,14-10-2022
LOAN20596,CUST10170,"1,37,527.00",Business,13,"4,531.35",37,Active,03-12-2022
LOAN20597,CUST10106,"20,87,188.00",Personal,13,"95,751.50",25,Active,25-08-2022
LOAN20598,CUST10787,"17,90,723.00",Education,14,"43,187.74",57,Active,13-10-2022
LOAN20599,CUST10228,"18,56,057.00",Education,15,"48,756.70",52,Active,14-07-2021
LOAN20600,CUST10005,"13,25,898.00",Business,14,"52,635.98",30,Active,27-12-2022
LOAN20601,CUST10671,"5,87,647.00",Personal,13,"15,519.54",49,Closed,21-07-2024
LOAN20602,CUST10758,"20,46,325.00",Asset,10,"44,047.17",59,Active,06-10-2021
LOAN20603,CUST10823,"9,18,839.00",Asset,10,"24,569.84",45,Active,17-05-2025
LOAN20604,CUST10184,"8,63,198.00",Personal,13,"20,122.72",58,Active,02-06-2024
LOAN20605,CUST10187,"22,29,068.00",Personal,12,"66,539.96",41,Active,01-01-2022
LOAN20606,CUST10183,"10,77,527.00",Asset,8,"42,314.31",28,Active,26-01-2023
LOAN20607,CUST10669,"20,25,177.00",Education,12,"53,330.68",48,Active,12-12-2021
LOAN20608,CUST10681,"17,62,647.00",Asset,8,"41,570.55",50,Closed,25-09-2021
LOAN20609,CUST10280,"27,21,802.00",Asset,9,"70,181.53",46,Active,23-01-2024
LOAN20610,CUST10271,"20,76,541.00",Business,14,"96,242.99",25,Active,16-10-2024
LOAN20611,CUST10388,"10,60,636.00",Asset,8,"43,054.72",27,Active,25-03-2024
LOAN20612,CUST10130,"4,63,920.00",Education,13,"11,093.17",56,Active,22-07-2023
LOAN20613,CUST10066,"9,87,855.00",Asset,8,"23,698.65",49,Active,15-01-2024
LOAN20614,CUST10671,"2,07,990.00",Education,15,"6,770.83",39,Active,23-02-2023
LOAN20615,CUST10374,"14,10,641.00",Business,12,"47,966.99",35,Closed,25-07-2022
LOAN20616,CUST10957,"10,11,434.00",Education,15,"31,100.65",42,Active,24-11-2022
LOAN20617,CUST10540,"3,09,327.00",Business,15,"11,497.02",33,Closed,20-09-2021
LOAN20618,CUST10755,"17,83,670.00",Education,13,"47,851.40",48,Active,04-05-2023
LOAN20619,CUST10386,"14,13,520.00",Asset,10,"33,608.14",52,Active,25-05-2024
LOAN20620,CUST10123,"23,42,494.00",Education,13,"1,03,863.25",26,Active,19-06-2023
LOAN20621,CUST10887,"10,65,249.00",Business,15,"49,877.59",25,Active,24-11-2024
LOAN20622,CUST10613,"27,27,070.00",Asset,10,"1,13,209.63",27,Active,23-10-2024
LOAN20623,CUST10268,"29,31,774.00",Personal,12,"69,560.36",55,Active,02-11-2024
LOAN20624,CUST10282,"15,87,015.00",Education,15,"51,663.13",39,Active,12-12-2024
LOAN20625,CUST10726,"12,77,921.00",Asset,10,"27,152.04",60,Active,07-10-2022
LOAN20626,CUST10137,"29,59,666.00",Education,13,"88,085.86",42,Active,17-07-2023
LOAN20627,CUST10209,"26,23,270.00",Personal,12,"1,01,646.76",30,Closed,10-03-2024
LOAN20628,CUST10313,"16,25,166.00",Asset,9,"33,735.77",60,Active,03-04-2023
LOAN20629,CUST10969,"28,99,259.00",Asset,8,"1,06,948.80",30,Active,12-08-2023
LOAN20630,CUST10557,"20,54,699.00",Education,15,"90,133.01",27,Active,13-06-2023
LOAN20631,CUST10991,"15,79,745.00",Education,14,"47,792.41",42,Active,06-10-2021
LOAN20632,CUST10615,"2,18,326.00",Education,15,"7,107.31",39,Closed,26-05-2024
LOAN20633,CUST10083,"8,76,730.00",Education,12,"34,977.16",29,Active,23-11-2022
LOAN20634,CUST10755,"2,54,625.00",Business,12,"5,663.99",60,Closed,20-12-2023
LOAN20635,CUST10763,"23,09,949.00",Personal,12,"55,569.48",54,Active,29-10-2022
LOAN20636,CUST10606,"25,38,664.00",Asset,9,"97,731.54",29,Closed,29-03-2022
LOAN20637,CUST10285,"4,09,218.00",Asset,9,"12,416.32",38,Closed,24-01-2024
LOAN20638,CUST10540,"6,54,665.00",Asset,10,"17,834.07",44,Active,25-03-2022
LOAN20639,CUST10049,"26,75,445.00",Business,14,"62,252.93",60,Active,28-03-2023
LOAN20640,CUST10138,"21,81,472.00",Business,15,"53,103.63",58,Active,08-05-2022
LOAN20641,CUST10041,"9,50,091.00",Education,14,"22,913.81",57,Active,31-12-2023
LOAN20642,CUST10440,"2,11,538.00",Asset,10,"5,555.14",46,Closed,30-11-2022
LOAN20643,CUST10103,"21,16,983.00",Education,15,"58,917.22",48,Active,22-12-2022
LOAN20644,CUST10942,"23,10,293.00",Asset,10,"50,393.87",58,Active,11-12-2022
LOAN20645,CUST10850,"3,65,689.00",Asset,9,"9,980.89",43,Active,01-08-2022
LOAN20646,CUST10062,"6,71,522.00",Business,14,"18,350.33",48,Active,17-02-2024
LOAN20647,CUST10782,"23,87,299.00",Education,12,"1,04,728.13",26,Active,13-12-2022
LOAN20648,CUST10498,"6,82,585.00",Asset,9,"17,928.24",45,Active,15-01-2025
LOAN20649,CUST10917,"6,76,317.00",Asset,9,"16,830.18",48,Active,01-05-2025
LOAN20650,CUST10591,"29,15,708.00",Business,14,"86,618.26",43,Active,20-09-2023
LOAN20651,CUST10563,"1,04,237.00",Personal,14,"3,096.62",43,Active,07-06-2023
LOAN20652,CUST10705,"25,15,782.00",Education,13,"70,932.66",45,Active,22-06-2021
LOAN20653,CUST10950,"18,61,621.00",Education,15,"55,263.29",44,Active,07-11-2021
LOAN20654,CUST10811,"18,74,107.00",Business,15,"90,869.17",24,Closed,05-04-2025
LOAN20655,CUST10739,"19,89,269.00",Personal,12,"67,642.47",35,Active,18-08-2022
LOAN20656,CUST10300,"18,73,230.00",Asset,9,"42,963.39",53,Active,14-01-2022
LOAN20657,CUST10991,"12,78,150.00",Personal,12,"40,595.96",38,Closed,14-06-2022
LOAN20658,CUST10363,"27,56,001.00",Asset,9,"68,583.20",48,Active,12-07-2022
LOAN20659,CUST10634,"28,86,299.00",Business,13,"77,432.17",48,Active,12-11-2024
LOAN20660,CUST10704,"28,74,146.00",Business,12,"76,944.08",47,Active,02-09-2024
LOAN20661,CUST10842,"4,08,247.00",Asset,9,"16,219.13",28,Active,07-12-2023
LOAN20662,CUST10662,"11,49,818.00",Business,13,"27,494.25",56,Active,07-11-2024
LOAN20663,CUST10898,"8,42,668.00",Personal,14,"20,323.03",57,Active,11-03-2022
LOAN20664,CUST10233,"23,07,933.00",Asset,10,"74,470.51",36,Active,11-02-2024
LOAN20665,CUST10609,"23,87,780.00",Business,13,"57,852.80",55,Active,25-11-2024
LOAN20666,CUST10605,"17,98,794.00",Business,14,"80,606.75",26,Active,13-04-2025
LOAN20667,CUST10635,"2,54,429.00",Personal,13,"6,006.15",57,Active,15-12-2023
LOAN20668,CUST10043,"20,55,516.00",Asset,10,"55,995.38",44,Active,11-12-2023
LOAN20669,CUST10406,"5,66,862.00",Education,14,"18,174.70",39,Closed,21-03-2025
LOAN20670,CUST10796,"27,35,344.00",Business,14,"1,05,660.98",31,Active,25-07-2023
LOAN20671,CUST10323,"6,30,012.00",Business,12,"14,367.88",58,Active,15-08-2021
LOAN20672,CUST10529,"8,76,420.00",Asset,10,"34,145.21",29,Active,07-08-2023
LOAN20673,CUST10043,"6,11,324.00",Personal,12,"16,365.82",47,Active,19-10-2024
LOAN20674,CUST10246,"17,19,892.00",Personal,15,"41,867.38",58,Active,25-06-2024
LOAN20675,CUST10388,"2,34,528.00",Personal,15,"7,955.82",37,Closed,20-08-2021
LOAN20676,CUST10294,"29,05,408.00",Asset,10,"66,069.01",55,Active,09-04-2024
LOAN20677,CUST10967,"26,56,311.00",Asset,9,"1,05,531.82",28,Active,14-03-2023
LOAN20678,CUST10318,"17,39,913.00",Personal,12,"42,453.11",53,Closed,20-11-2021
LOAN20679,CUST10698,"15,44,870.00",Personal,13,"57,386.20",32,Active,22-02-2025
LOAN20680,CUST10424,"27,77,160.00",Business,15,"1,08,613.11",31,Active,10-07-2021
LOAN20681,CUST10443,"17,54,891.00",Asset,10,"68,370.33",29,Active,22-06-2023
LOAN20682,CUST10503,"21,54,792.00",Business,15,"86,576.40",30,Closed,16-11-2024
LOAN20683,CUST10572,"12,43,524.00",Asset,8,"34,043.92",42,Active,22-12-2023
LOAN20684,CUST10830,"13,81,594.00",Business,14,"53,368.27",31,Active,12-04-2025
LOAN20685,CUST10513,"27,38,168.00",Asset,9,"1,20,524.56",25,Active,03-12-2023
LOAN20686,CUST10849,"28,23,625.00",Education,14,"70,773.25",54,Active,14-11-2023
LOAN20687,CUST10129,"5,47,857.00",Education,13,"23,511.96",27,Active,25-05-2023
LOAN20688,CUST10353,"19,32,284.00",Asset,10,"85,942.34",25,Active,25-10-2021
LOAN20689,CUST10333,"15,10,208.00",Asset,8,"36,868.59",48,Active,15-11-2023
LOAN20690,CUST10180,"6,00,406.00",Personal,15,"25,546.45",28,Active,01-04-2023
LOAN20691,CUST10941,"20,68,202.00",Education,13,"71,316.23",35,Closed,24-02-2023
LOAN20692,CUST10606,"10,94,208.00",Business,15,"29,562.90",50,Active,23-05-2023
LOAN20693,CUST10886,"25,55,326.00",Business,14,"64,918.20",53,Active,20-04-2022
LOAN20694,CUST10638,"2,99,912.00",Asset,9,"8,185.61",43,Active,28-08-2021
LOAN20695,CUST10324,"21,86,057.00",Asset,10,"52,791.39",51,Active,01-06-2021
LOAN20696,CUST10462,"13,89,057.00",Asset,10,"33,026.51",52,Active,13-03-2022
LOAN20697,CUST10609,"20,27,867.00",Personal,13,"64,029.07",39,Closed,24-09-2022
LOAN20698,CUST10711,"2,83,237.00",Business,15,"11,704.00",29,Closed,06-01-2022
LOAN20699,CUST10122,"14,13,344.00",Asset,8,"36,457.79",45,Active,08-01-2025
LOAN20700,CUST10061,"15,59,430.00",Personal,14,"57,206.17",33,Active,09-02-2022
LOAN20701,CUST10007,"8,25,887.00",Education,14,"20,981.70",53,Active,10-12-2021
LOAN20702,CUST10536,"11,60,914.00",Asset,8,"26,926.66",51,Active,17-07-2023
LOAN20703,CUST10215,"16,94,401.00",Education,12,"65,654.84",30,Active,13-09-2024
LOAN20704,CUST10729,"9,22,174.00",Business,12,"28,085.36",40,Closed,16-03-2023
LOAN20705,CUST10439,"4,25,699.00",Business,14,"12,424.86",44,Active,26-04-2025
LOAN20706,CUST10381,"14,60,657.00",Education,13,"69,442.30",24,Active,28-12-2024
LOAN20707,CUST10088,"89,728.00",Personal,15,"3,605.14",30,Active,14-08-2024
LOAN20708,CUST10997,"12,60,532.00",Asset,9,"26,166.57",60,Closed,02-12-2024
LOAN20709,CUST10543,"9,81,800.00",Education,15,"28,194.11",46,Active,30-05-2023
LOAN20710,CUST10672,"5,97,840.00",Business,14,"22,493.91",32,Active,07-09-2022
LOAN20711,CUST10261,"9,49,593.00",Asset,8,"25,472.92",43,Active,30-10-2024
LOAN20712,CUST10869,"7,57,875.00",Personal,14,"20,394.36",49,Closed,20-03-2023
LOAN20713,CUST10104,"3,29,996.00",Asset,10,"7,011.44",60,Active,29-05-2022
LOAN20714,CUST10905,"14,67,198.00",Business,14,"56,674.98",31,Active,08-11-2024
LOAN20715,CUST10580,"28,24,788.00",Personal,13,"75,781.99",48,Active,28-06-2022
LOAN20716,CUST10757,"27,11,101.00",Business,12,"1,08,159.43",29,Active,15-02-2024
LOAN20717,CUST10446,"9,10,035.00",Asset,9,"21,539.51",51,Active,14-08-2023
LOAN20718,CUST10599,"7,91,612.00",Business,12,"19,597.17",52,Active,01-09-2023
LOAN20719,CUST10690,"3,64,394.00",Personal,13,"16,716.88",25,Active,22-02-2022
LOAN20720,CUST10100,"8,55,884.00",Personal,14,"21,743.78",53,Closed,02-03-2024
LOAN20721,CUST10122,"15,36,613.00",Personal,14,"41,350.15",49,Closed,16-08-2023
LOAN20722,CUST10021,"23,53,971.00",Personal,14,"67,535.68",45,Active,27-03-2022
LOAN20723,CUST10792,"8,24,666.00",Education,12,"21,039.48",50,Active,27-07-2021
LOAN20724,CUST10213,"1,43,500.00",Asset,9,"2,978.82",60,Active,17-12-2024
LOAN20725,CUST10817,"18,75,014.00",Personal,14,"53,794.35",45,Active,06-11-2021
LOAN20726,CUST10440,"26,31,039.00",Personal,15,"83,986.48",40,Active,24-10-2021
LOAN20727,CUST10067,"8,10,717.00",Education,12,"22,460.95",45,Closed,17-03-2025
LOAN20728,CUST10657,"29,14,806.00",Education,14,"78,437.23",49,Active,15-09-2023
LOAN20729,CUST10157,"9,72,613.00",Asset,9,"21,970.72",54,Closed,17-06-2022
LOAN20730,CUST10210,"29,31,146.00",Asset,9,"1,16,450.66",28,Active,29-01-2022
LOAN20731,CUST10900,"25,27,678.00",Business,13,"78,205.70",40,Closed,07-07-2023
LOAN20732,CUST10590,"5,37,824.00",Personal,14,"12,813.27",58,Active,24-08-2024
LOAN20733,CUST10434,"4,06,486.00",Education,12,"14,161.96",34,Active,17-05-2024
LOAN20734,CUST10904,"19,91,936.00",Business,14,"58,138.58",44,Active,18-07-2024
LOAN20735,CUST10468,"14,38,314.00",Personal,14,"64,453.09",26,Closed,10-11-2021
LOAN20736,CUST10199,"67,960.00",Business,14,"1,886.65",47,Active,05-04-2025
LOAN20737,CUST10573,"18,90,935.00",Business,14,"49,404.71",51,Active,12-03-2024
LOAN20738,CUST10487,"26,31,790.00",Personal,12,"1,23,887.49",24,Active,08-09-2022
LOAN20739,CUST10352,"4,98,714.00",Education,12,"11,832.67",55,Active,14-01-2022
LOAN20740,CUST10409,"27,62,220.00",Business,14,"1,12,818.09",29,Active,24-05-2024
LOAN20741,CUST10246,"8,03,512.00",Asset,8,"28,776.30",31,Active,14-10-2022
LOAN20742,CUST10541,"14,43,342.00",Education,13,"58,264.12",29,Active,20-06-2024
LOAN20743,CUST10103,"25,47,877.00",Personal,14,"93,466.38",33,Closed,27-03-2025
LOAN20744,CUST10032,"16,12,782.00",Business,12,"37,752.39",56,Active,23-04-2023
LOAN20745,CUST10051,"15,72,817.00",Business,12,"56,192.72",33,Active,11-09-2023
LOAN20746,CUST10674,"14,35,731.00",Personal,15,"39,957.47",48,Active,04-12-2021
LOAN20747,CUST10927,"29,04,653.00",Business,12,"80,473.54",45,Active,01-07-2022
LOAN20748,CUST10898,"11,34,549.00",Asset,9,"32,247.02",41,Active,26-12-2022
LOAN20749,CUST10157,"27,71,013.00",Asset,8,"96,446.27",32,Active,13-09-2022
LOAN20750,CUST10496,"19,09,863.00",Business,12,"62,009.53",37,Active,17-03-2024
LOAN20751,CUST10777,"27,55,303.00",Business,13,"64,231.14",58,Active,16-08-2021
LOAN20752,CUST10353,"12,58,357.00",Personal,14,"36,727.63",44,Active,03-12-2022
LOAN20753,CUST10901,"9,37,546.00",Asset,10,"24,620.62",46,Active,09-11-2023
LOAN20754,CUST10553,"22,00,109.00",Asset,10,"94,468.20",26,Closed,21-02-2025
LOAN20755,CUST10574,"25,24,259.00",Business,12,"72,515.32",43,Active,08-01-2023
LOAN20756,CUST10806,"18,64,769.00",Business,13,"65,858.90",34,Active,23-12-2024
LOAN20757,CUST10843,"23,85,863.00",Personal,13,"61,135.71",51,Closed,11-04-2022
LOAN20758,CUST10429,"7,02,228.00",Education,15,"24,894.76",35,Active,22-06-2024
LOAN20759,CUST10684,"27,63,959.00",Personal,13,"72,995.12",49,Active,06-02-2024
LOAN20760,CUST10719,"7,87,029.00",Personal,12,"18,422.97",56,Active,25-04-2024
LOAN20761,CUST10417,"5,51,984.00",Asset,8,"18,689.62",33,Active,10-08-2021
LOAN20762,CUST10866,"1,08,034.00",Asset,10,"3,661.97",34,Active,15-01-2024
LOAN20763,CUST10348,"11,59,074.00",Personal,13,"55,104.49",24,Active,23-02-2023
LOAN20764,CUST10423,"17,53,258.00",Education,15,"43,191.12",57,Active,12-09-2021
LOAN20765,CUST10836,"53,886.00",Personal,15,"1,477.32",49,Active,21-04-2022
LOAN20766,CUST10158,"28,36,510.00",Asset,10,"66,424.14",53,Active,10-10-2023
LOAN20767,CUST10005,"24,08,531.00",Education,13,"61,716.56",51,Closed,04-06-2021
LOAN20768,CUST10980,"17,32,013.00",Education,15,"55,288.30",40,Active,17-05-2025
LOAN20769,CUST10241,"28,48,211.00",Personal,15,"70,165.05",57,Active,10-09-2021
LOAN20770,CUST10102,"27,37,023.00",Personal,15,"1,01,729.30",33,Closed,02-07-2023
LOAN20771,CUST10023,"16,12,851.00",Personal,13,"42,594.79",49,Closed,24-08-2022
LOAN20772,CUST10296,"13,31,570.00",Personal,13,"59,040.15",26,Active,01-12-2022
LOAN20773,CUST10125,"5,26,008.00",Education,15,"13,817.69",52,Active,07-10-2022
LOAN20774,CUST10522,"9,42,778.00",Education,12,"21,231.54",59,Active,26-09-2024
LOAN20775,CUST10856,"17,46,008.00",Education,15,"50,966.18",45,Active,16-05-2023
LOAN20776,CUST10679,"25,96,761.00",Education,15,"1,01,557.81",31,Active,30-03-2024
LOAN20777,CUST10816,"16,75,297.00",Education,13,"67,627.57",29,Closed,15-08-2024
LOAN20778,CUST10509,"11,55,761.00",Education,12,"49,056.89",27,Active,24-09-2022
LOAN20779,CUST10733,"13,29,111.00",Asset,9,"37,008.45",42,Active,07-07-2022
LOAN20780,CUST10109,"11,19,520.00",Business,14,"32,119.15",45,Active,30-12-2024
LOAN20781,CUST10589,"11,54,479.00",Personal,13,"39,809.02",35,Closed,23-06-2023
LOAN20782,CUST10673,"15,34,529.00",Education,13,"39,911.32",50,Active,21-09-2022
LOAN20783,CUST10751,"13,95,522.00",Education,13,"44,063.04",39,Closed,28-10-2022
LOAN20784,CUST10486,"17,51,356.00",Asset,9,"60,107.38",33,Active,04-06-2023
LOAN20785,CUST10237,"20,28,683.00",Asset,9,"52,309.49",46,Active,16-04-2023
LOAN20786,CUST10914,"26,91,148.00",Asset,9,"57,391.34",58,Active,30-11-2021
LOAN20787,CUST10566,"28,54,723.00",Business,14,"84,806.55",43,Active,05-01-2022
LOAN20788,CUST10784,"29,81,704.00",Personal,12,"67,999.93",58,Active,19-09-2024
LOAN20789,CUST10670,"26,29,704.00",Education,13,"78,265.50",42,Active,06-04-2023
LOAN20790,CUST10233,"15,04,125.00",Asset,8,"48,326.00",35,Active,08-11-2023
LOAN20791,CUST10843,"17,93,737.00",Business,15,"47,119.62",52,Closed,29-04-2022
LOAN20792,CUST10249,"15,22,877.00",Personal,15,"62,928.76",29,Active,24-04-2023
LOAN20793,CUST10466,"27,38,407.00",Personal,14,"71,546.72",51,Active,21-01-2025
LOAN20794,CUST10785,"20,37,517.00",Education,14,"78,705.29",31,Active,10-12-2022
LOAN20795,CUST10371,"12,66,455.00",Personal,13,"45,850.58",33,Closed,01-10-2021
LOAN20796,CUST10292,"1,77,066.00",Asset,8,"4,749.81",43,Active,08-03-2024
LOAN20797,CUST10547,"27,23,399.00",Asset,8,"74,558.42",42,Active,22-07-2022
LOAN20798,CUST10351,"29,47,497.00",Asset,10,"1,05,316.71",32,Active,12-09-2023
LOAN20799,CUST10343,"16,70,971.00",Education,15,"39,752.28",60,Closed,18-03-2023
LOAN20800,CUST10598,"15,01,725.00",Asset,10,"60,355.49",28,Active,04-01-2024
LOAN20801,CUST10931,"12,29,880.00",Personal,13,"42,409.01",35,Active,14-08-2022
LOAN20802,CUST10682,"11,38,585.00",Education,13,"43,437.18",31,Closed,23-01-2025
LOAN20803,CUST10376,"18,53,220.00",Education,14,"48,419.32",51,Active,25-12-2024
LOAN20804,CUST10469,"11,09,543.00",Asset,10,"28,140.88",48,Closed,03-05-2025
LOAN20805,CUST10629,"22,12,139.00",Personal,13,"50,940.15",59,Active,03-04-2025
LOAN20806,CUST10733,"1,81,553.00",Asset,9,"7,711.81",26,Active,13-11-2024
LOAN20807,CUST10414,"21,76,593.00",Personal,13,"64,779.97",42,Closed,07-06-2025
LOAN20808,CUST10360,"8,93,628.00",Personal,15,"24,143.71",50,Active,10-12-2023
LOAN20809,CUST10370,"6,96,254.00",Education,12,"15,487.79",60,Active,15-10-2024
LOAN20810,CUST10176,"27,09,903.00",Personal,14,"1,14,007.65",28,Active,05-05-2023
LOAN20811,CUST10377,"26,03,136.00",Asset,8,"77,773.56",38,Active,21-10-2023
LOAN20812,CUST10642,"1,29,468.00",Personal,12,"4,747.71",32,Active,24-11-2021
LOAN20813,CUST10076,"4,07,203.00",Education,12,"12,155.43",41,Active,15-01-2024
LOAN20814,CUST10441,"21,90,597.00",Personal,14,"59,861.30",48,Active,29-04-2025
LOAN20815,CUST10729,"4,40,526.00",Personal,14,"11,854.52",49,Active,01-11-2021
LOAN20816,CUST10283,"20,29,108.00",Education,14,"66,411.64",38,Active,02-08-2021
LOAN20817,CUST10630,"2,02,704.00",Education,13,"4,612.14",60,Active,10-11-2024
LOAN20818,CUST10625,"6,08,175.00",Business,14,"20,785.98",36,Active,22-09-2024
LOAN20819,CUST10683,"21,12,940.00",Asset,8,"61,705.32",39,Active,22-04-2024
LOAN20820,CUST10156,"1,41,298.00",Business,15,"6,615.92",25,Active,26-09-2023
LOAN20821,CUST10060,"16,50,851.00",Business,14,"49,943.60",42,Active,17-12-2021
LOAN20822,CUST10248,"28,05,627.00",Asset,9,"64,348.34",53,Active,01-10-2023
LOAN20823,CUST10260,"12,71,152.00",Education,14,"61,031.67",24,Active,10-05-2023
LOAN20824,CUST10061,"11,78,765.00",Asset,8,"27,340.71",51,Active,14-10-2024
LOAN20825,CUST10990,"6,62,150.00",Personal,14,"23,151.89",35,Closed,21-02-2023
LOAN20826,CUST10818,"5,99,044.00",Business,14,"14,447.43",57,Active,13-10-2024
LOAN20827,CUST10427,"28,23,705.00",Asset,9,"65,778.28",52,Active,04-12-2024
LOAN20828,CUST10350,"9,59,197.00",Personal,13,"37,621.19",30,Active,09-08-2021
LOAN20829,CUST10326,"27,21,564.00",Business,13,"73,012.75",48,Active,14-12-2024
LOAN20830,CUST10610,"9,67,377.00",Personal,13,"24,087.09",53,Active,24-11-2024
LOAN20831,CUST10267,"18,07,041.00",Business,14,"69,802.45",31,Active,04-04-2022
LOAN20832,CUST10609,"11,70,129.00",Asset,10,"39,663.27",34,Active,05-08-2023
LOAN20833,CUST10893,"1,15,086.00",Asset,9,"2,421.10",59,Active,02-07-2022
LOAN20834,CUST10800,"19,27,418.00",Education,14,"76,515.34",30,Active,20-02-2022
LOAN20835,CUST10958,"11,25,551.00",Education,12,"40,213.05",33,Active,29-11-2021
LOAN20836,CUST10746,"3,63,633.00",Asset,10,"15,613.66",26,Active,14-10-2024
LOAN20837,CUST10724,"11,77,578.00",Education,14,"28,054.94",58,Closed,06-03-2022
LOAN20838,CUST10789,"98,698.00",Asset,8,"3,171.07",35,Active,10-10-2021
LOAN20839,CUST10488,"6,41,582.00",Personal,13,"28,446.94",26,Active,18-01-2024
LOAN20840,CUST10716,"20,97,980.00",Personal,13,"47,735.49",60,Active,15-11-2021
LOAN20841,CUST10945,"27,69,232.00",Personal,15,"1,21,477.26",27,Active,10-01-2022
LOAN20842,CUST10502,"18,66,304.00",Asset,8,"40,644.87",55,Active,03-04-2023
LOAN20843,CUST10196,"24,79,532.00",Personal,15,"96,973.05",31,Active,27-10-2022
LOAN20844,CUST10101,"11,88,078.00",Asset,9,"45,737.71",29,Active,02-02-2025
LOAN20845,CUST10067,"7,15,230.00",Asset,8,"26,383.64",30,Closed,01-05-2022
LOAN20846,CUST10216,"3,42,823.00",Education,13,"9,502.70",46,Active,26-03-2023
LOAN20847,CUST10118,"87,167.00",Education,15,"3,502.24",30,Active,09-09-2023
LOAN20848,CUST10612,"16,77,143.00",Asset,9,"37,326.57",55,Active,23-06-2022
LOAN20849,CUST10181,"5,99,591.00",Business,14,"17,812.32",43,Active,13-03-2022
LOAN20850,CUST10064,"29,76,729.00",Business,12,"1,40,124.97",24,Active,07-02-2022
LOAN20851,CUST10185,"9,03,023.00",Asset,8,"31,430.10",32,Active,18-04-2024
LOAN20852,CUST10777,"13,91,425.00",Education,12,"44,193.74",38,Active,07-08-2023
LOAN20853,CUST10918,"9,68,127.00",Education,13,"29,953.60",40,Active,18-05-2025
LOAN20854,CUST10899,"15,32,979.00",Personal,13,"61,882.55",29,Active,14-09-2023
LOAN20855,CUST10455,"16,96,655.00",Asset,9,"65,316.52",29,Active,02-02-2025
LOAN20856,CUST10716,"6,11,925.00",Education,14,"24,993.02",29,Active,22-08-2024
LOAN20857,CUST10641,"6,15,984.00",Business,13,"14,015.53",60,Active,30-04-2025
LOAN20858,CUST10539,"20,96,472.00",Education,14,"54,774.80",51,Active,25-04-2025
LOAN20859,CUST10941,"12,13,018.00",Personal,14,"31,692.68",51,Active,14-03-2023
LOAN20860,CUST10217,"29,12,502.00",Asset,9,"77,960.41",44,Active,17-06-2021
LOAN20861,CUST10797,"27,96,513.00",Personal,12,"88,821.44",38,Active,02-10-2023
LOAN20862,CUST10565,"4,26,399.00",Asset,10,"11,001.93",47,Active,27-05-2023
LOAN20863,CUST10880,"72,705.00",Asset,8,"3,166.94",25,Active,10-06-2021
LOAN20864,CUST10753,"24,42,557.00",Education,15,"73,776.60",43,Active,19-01-2022
LOAN20865,CUST10420,"9,70,959.00",Personal,12,"33,016.18",35,Active,17-07-2022
LOAN20866,CUST10064,"14,50,195.00",Education,12,"34,407.87",55,Active,22-05-2023
LOAN20867,CUST10921,"11,63,909.00",Personal,13,"42,138.02",33,Active,27-06-2021
LOAN20868,CUST10615,"22,99,907.00",Personal,15,"83,449.53",34,Closed,17-05-2023
LOAN20869,CUST10580,"13,72,384.00",Education,14,"57,737.22",28,Closed,13-04-2022
LOAN20870,CUST10874,"6,89,063.00",Asset,9,"20,003.61",40,Active,21-05-2023
LOAN20871,CUST10596,"27,20,145.00",Education,14,"1,26,072.59",25,Closed,17-10-2024
LOAN20872,CUST10981,"21,61,100.00",Personal,14,"63,075.96",44,Active,07-08-2024
LOAN20873,CUST10011,"8,53,347.00",Business,15,"21,548.25",55,Active,17-01-2022
LOAN20874,CUST10278,"24,56,259.00",Personal,12,"63,653.31",49,Closed,15-09-2024
LOAN20875,CUST10259,"26,34,670.00",Personal,15,"1,15,574.46",27,Active,06-09-2023
LOAN20876,CUST10237,"24,18,851.00",Personal,15,"64,427.82",51,Closed,25-10-2023
LOAN20877,CUST10047,"16,25,798.00",Personal,14,"68,398.54",28,Active,29-07-2023
LOAN20878,CUST10366,"3,46,729.00",Asset,8,"11,140.05",35,Active,10-02-2024
LOAN20879,CUST10341,"7,59,329.00",Personal,14,"19,559.51",52,Active,10-03-2024
LOAN20880,CUST10291,"15,73,642.00",Business,14,"53,783.35",36,Closed,19-12-2021
LOAN20881,CUST10432,"8,95,953.00",Business,12,"22,180.24",52,Active,17-02-2024
LOAN20882,CUST10523,"16,21,380.00",Personal,12,"43,406.14",47,Active,20-12-2021
LOAN20883,CUST10770,"14,48,973.00",Business,14,"37,324.01",52,Active,05-06-2023
LOAN20884,CUST10122,"14,80,470.00",Asset,9,"41,222.97",42,Active,13-01-2025
LOAN20885,CUST10141,"10,74,740.00",Asset,9,"22,309.83",60,Active,12-05-2023
LOAN20886,CUST10107,"1,47,676.00",Asset,8,"4,516.94",37,Active,17-11-2023
LOAN20887,CUST10586,"2,15,314.00",Asset,9,"8,288.99",29,Closed,16-09-2021
LOAN20888,CUST10948,"29,22,405.00",Education,12,"1,04,410.04",33,Closed,16-03-2025
