PAYMENT_ID,LOAN_ID,DUE_DATE,PAID_DATE,AMOUNT_PAID,STATUS
PAY02409,LOAN20663,2022-10-01,2022-09-27,20323.03,Paid
PAY09511,LOAN20168,2025-06-01,2025-07-08,21135.09,Late
PAY04601,LOAN20773,2023-06-01,2023-05-27,13817.69,Paid
PAY08833,LOAN21116,2022-04-01,2022-04-10,48584.2104,Partial
PAY04799,LOAN21923,2022-11-01,2022-11-03,24077.286,Partial
PAY18148,LOAN20917,2023-12-01,2023-11-30,117231.74,Paid
PAY01133,LOAN20494,2023-07-01,2023-07-03,41824.96,Bounced
PAY10442,LOAN21716,2024-01-01,2024-01-06,12368.35,Bounced
PAY09820,LOAN21690,2024-08-01,2024-07-25,5859.14,Paid
PAY07636,LOAN21075,2024-06-01,2024-05-26,78604.06,Paid
PAY13807,LOAN20959,2024-02-01,2024-01-25,60489.9,Paid
PAY01887,LOAN20154,2024-12-01,,0,Skipped
PAY06016,LOAN21660,2024-03-01,2024-02-21,62263.88,Paid
PAY00121,LOAN20885,2025-02-01,2025-01-29,22309.83,Paid
PAY09619,LOAN20472,2022-09-01,2022-08-30,72573.1,Paid
PAY14664,LOAN21125,2024-02-01,2024-01-22,84318.14,Paid
PAY04927,LOAN21617,2025-03-01,2025-03-28,47503.22,Late
PAY13214,LOAN20164,2025-02-01,2025-01-23,99799.07,Paid
PAY09235,LOAN21142,2024-06-01,2024-06-01,31103.86,Paid
PAY17673,LOAN20968,2025-01-01,2024-12-29,138340.56,Paid
PAY02213,LOAN20949,2024-07-01,,0,Skipped
PAY16846,LOAN20387,2024-04-01,,0,Skipped
PAY01601,LOAN21352,2025-05-01,2025-04-30,21052.05,Paid
PAY03724,LOAN20998,2022-06-01,2022-07-02,62057.16,Late
PAY12797,LOAN21197,2024-12-01,2024-12-02,34662.03,Paid
PAY02613,LOAN20170,2023-01-01,2022-12-27,63167.97,Paid
PAY09064,LOAN21505,2023-01-01,,0,Skipped
PAY15233,LOAN21765,2025-06-01,,0,Skipped
PAY10974,LOAN21028,2022-12-01,,0,Skipped
PAY01426,LOAN20900,2023-04-01,2023-03-31,26275.2,Paid
PAY14735,LOAN21394,2022-04-01,,0,Skipped
PAY04272,LOAN20489,2023-05-01,2023-04-28,74419.59,Paid
PAY07604,LOAN21598,2023-10-01,2023-09-27,38004.79,Paid
PAY10461,LOAN21960,2022-03-01,2022-03-01,58411.78,Paid
PAY07699,LOAN21821,2024-12-01,2024-12-12,32212.87274,Partial
PAY11740,LOAN20852,2025-02-01,2025-01-23,44193.74,Paid
PAY14986,LOAN20684,2025-05-01,2025-04-22,53368.27,Paid
PAY10128,LOAN20322,2023-09-01,2023-09-12,5169.991743,Partial
PAY12355,LOAN21815,2023-10-01,2023-10-14,26395.8468,Partial
PAY12099,LOAN21211,2023-05-01,2023-04-22,34074.75,Paid
PAY10538,LOAN21702,2021-10-01,2021-09-26,84642.99,Paid
PAY09980,LOAN21747,2025-03-01,2025-02-23,2388.13,Paid
PAY01476,LOAN20671,2023-08-01,2023-07-29,14367.88,Paid
PAY16119,LOAN20434,2025-04-01,2025-05-28,27288.31,Late
PAY04320,LOAN21087,2022-12-01,2023-01-05,3540.5,Late
PAY05128,LOAN21626,2024-10-01,2024-12-09,27863.47,Late
PAY09896,LOAN21664,2023-10-01,2023-09-24,7468.44,Paid
PAY15313,LOAN21301,2022-07-01,2022-06-30,92357.73,Paid
PAY16492,LOAN21726,2023-05-01,2023-04-23,71716.85,Paid
PAY09614,LOAN20645,2025-05-01,2025-04-29,9980.89,Paid
PAY08819,LOAN20775,2024-07-01,2024-06-27,50966.18,Paid
PAY14893,LOAN20379,2025-01-01,2024-12-26,20001.66,Paid
PAY14634,LOAN20957,2024-06-01,2024-08-26,74602.66,Late
PAY15972,LOAN21169,2023-11-01,2023-11-01,34427.52674,Partial
PAY05187,LOAN20549,2024-11-01,2024-10-28,61156.61,Paid
PAY17887,LOAN21049,2025-05-01,2025-04-22,112238.82,Paid
PAY14059,LOAN20749,2023-01-01,2022-12-22,96446.27,Paid
PAY18163,LOAN20288,2024-08-01,2024-07-27,27074.51,Paid
PAY07082,LOAN20308,2024-06-01,2024-05-25,60572.01,Paid
PAY05232,LOAN20767,2024-08-01,,0,Skipped
PAY02097,LOAN20144,2025-04-01,2025-04-03,50227.81,Bounced
PAY07971,LOAN20882,2022-05-01,2022-04-30,43406.14,Paid
PAY18239,LOAN20893,2023-12-01,,0,Skipped
PAY02972,LOAN21594,2025-01-01,,0,Skipped
PAY13599,LOAN20196,2024-05-01,2024-04-24,69117.19,Paid
PAY14274,LOAN21432,2022-12-01,2022-11-21,100532.54,Paid
PAY03536,LOAN20295,2024-02-01,,0,Skipped
PAY11605,LOAN21046,2023-11-01,2023-10-26,56606.42,Paid
PAY07075,LOAN20308,2023-11-01,2023-10-22,60572.01,Paid
PAY03473,LOAN20729,2023-03-01,2023-02-22,21970.72,Paid
PAY17449,LOAN21129,2023-11-01,2023-10-30,61160.98,Paid
PAY15241,LOAN20590,2023-03-01,2023-02-25,73389.89,Paid
PAY02076,LOAN21244,2025-03-01,2025-02-28,31858.64,Paid
PAY04400,LOAN20228,2023-08-01,2023-08-18,41253.82,Late
PAY00345,LOAN20193,2024-12-01,2024-12-01,37191.80026,Partial
PAY14532,LOAN21088,2024-04-01,2024-03-30,32469.14,Paid
PAY13812,LOAN20959,2024-07-01,2024-06-23,60489.9,Paid
PAY13785,LOAN20048,2024-10-01,2024-11-18,82473.32,Late
PAY02423,LOAN20663,2023-12-01,2023-11-28,20323.03,Paid
PAY05188,LOAN20549,2024-12-01,2024-11-24,61156.61,Paid
PAY01105,LOAN20602,2023-07-01,2023-06-25,44047.17,Paid
PAY01723,LOAN21538,2023-11-01,,0,Skipped
PAY14382,LOAN21066,2022-03-01,2022-02-20,29041.86,Paid
PAY05722,LOAN21838,2024-10-01,2024-10-01,67790.69,Paid
PAY01149,LOAN20494,2024-11-01,,0,Skipped
PAY14238,LOAN21550,2025-02-01,2025-01-27,109014.64,Paid
PAY13522,LOAN21939,2024-12-01,2024-12-15,24513.95627,Partial
PAY09117,LOAN20213,2024-07-01,2024-07-02,20559.59,Paid
PAY13761,LOAN20784,2025-06-01,2025-06-04,60107.38,Bounced
PAY13020,LOAN21905,2022-05-01,2022-07-02,31765.94,Late
PAY18205,LOAN21245,2024-09-01,2024-09-13,20031.54898,Partial
PAY02844,LOAN21267,2025-06-01,2025-05-24,5055.84,Paid
PAY16661,LOAN21010,2022-02-01,2022-02-01,77310.56504,Partial
PAY16335,LOAN21203,2024-12-01,2024-12-03,36201.01932,Partial
PAY12487,LOAN20978,2024-03-01,2024-02-25,29543.14,Paid
PAY03958,LOAN20289,2024-03-01,2024-05-02,34743.61,Late
PAY04207,LOAN20314,2023-03-01,2023-02-28,68221.99,Paid
PAY14423,LOAN20139,2024-09-01,2024-09-01,36950.63196,Partial
PAY13679,LOAN20761,2022-01-01,2022-01-01,18689.62,Bounced
PAY09778,LOAN21524,2025-01-01,2024-12-27,11087.91,Paid
PAY07248,LOAN20829,2025-02-01,,0,Skipped
PAY12449,LOAN20311,2023-07-01,2023-06-26,60299.08,Paid
PAY03563,LOAN20342,2022-07-01,,0,Skipped
PAY10803,LOAN21097,2023-09-01,2023-08-27,72590.2,Paid
PAY00204,LOAN20410,2025-03-01,2025-02-24,38329.54,Paid
PAY17863,LOAN20999,2023-09-01,2023-09-09,3123.256128,Partial
PAY01512,LOAN21339,2023-10-01,2023-09-30,45788.42,Paid
PAY06189,LOAN20133,2022-08-01,2022-07-29,64193.95,Paid
PAY09250,LOAN20711,2025-03-01,2025-02-28,25472.92,Paid
PAY16178,LOAN20920,2025-06-01,2025-05-30,41903.55,Paid
PAY17409,LOAN21202,2023-03-01,2023-02-25,39842.39,Paid
PAY06230,LOAN20365,2025-04-01,2025-04-01,57952.72,Bounced
PAY02582,LOAN20292,2023-04-01,2023-04-01,13179.81,Paid
PAY00542,LOAN21752,2024-01-01,2023-12-25,11954.73,Paid
PAY17157,LOAN20562,2023-11-01,2023-10-23,85214.77,Paid
PAY15364,LOAN21609,2023-09-01,2023-08-24,82073.71,Paid
PAY04976,LOAN20935,2023-07-01,2023-06-29,1388.57,Paid
PAY01936,LOAN21459,2022-04-01,,0,Skipped
PAY13804,LOAN20959,2023-11-01,2023-10-31,60489.9,Paid
PAY04208,LOAN20314,2023-04-01,2023-03-30,68221.99,Paid
PAY05632,LOAN21120,2022-03-01,2022-02-28,68943.98,Paid
PAY11956,LOAN20750,2024-10-01,2024-09-25,62009.53,Paid
PAY16112,LOAN20434,2024-09-01,2024-09-02,27288.31,Paid
PAY08695,LOAN21194,2021-12-01,,0,Skipped
PAY04366,LOAN21233,2023-11-01,2023-10-25,47489.65,Paid
PAY14544,LOAN21088,2025-04-01,2025-03-25,32469.14,Paid
PAY11031,LOAN21358,2025-01-01,2024-12-31,15400.48,Paid
PAY03301,LOAN21831,2025-03-01,,0,Skipped
PAY12921,LOAN20655,2023-01-01,2022-12-26,67642.47,Paid
PAY10236,LOAN20324,2025-02-01,2025-01-31,57177.58,Paid
PAY07458,LOAN20607,2024-11-01,2024-11-06,23349.61468,Partial
PAY09042,LOAN20553,2024-02-01,2024-04-06,78739.94,Late
PAY11911,LOAN20398,2023-08-01,2023-07-26,35754.72,Paid
PAY09803,LOAN21734,2024-02-01,2024-02-03,17221.94794,Partial
PAY04724,LOAN21283,2022-07-01,2022-06-27,68714.43,Paid
PAY17064,LOAN20242,2024-08-01,2024-08-28,19935.19,Late
PAY08126,LOAN21195,2024-05-01,2024-05-06,50772.89,Late
PAY08226,LOAN20479,2025-04-01,2025-04-01,39890.71882,Partial
PAY05277,LOAN20960,2025-01-01,2024-12-25,27497.53,Paid
PAY10498,LOAN20927,2024-02-01,,0,Skipped
PAY10084,LOAN20605,2023-03-01,2023-02-21,66539.96,Paid
PAY04492,LOAN20970,2023-09-01,2023-08-27,36839.04,Paid
PAY16798,LOAN21410,2025-01-01,2024-12-30,64145.66,Paid
PAY03932,LOAN20510,2024-07-01,2024-06-22,23848.85,Paid
PAY07414,LOAN21098,2025-05-01,2025-04-26,61554.92,Paid
PAY09282,LOAN20001,2023-06-01,2023-05-28,6284.93,Paid
PAY17351,LOAN21803,2024-07-01,2024-06-30,83021.43,Paid
PAY08114,LOAN21195,2023-05-01,2023-05-05,50772.89,Bounced
PAY16400,LOAN21724,2023-01-01,,0,Skipped
PAY01853,LOAN20293,2025-01-01,2024-12-26,57206.02,Paid
PAY10444,LOAN21716,2024-03-01,2024-03-07,9065.417432,Partial
PAY11635,LOAN21359,2025-05-01,2025-04-26,20832.02,Paid
PAY15317,LOAN21301,2022-11-01,2022-10-26,92357.73,Paid
PAY08934,LOAN20202,2024-09-01,2024-08-27,55795.24,Paid
PAY10584,LOAN20726,2022-08-01,2022-09-06,83986.48,Late
PAY16295,LOAN20400,2024-10-01,2024-10-25,49725.04,Late
PAY10627,LOAN21995,2022-12-01,,0,Skipped
PAY14064,LOAN20749,2023-06-01,2023-05-30,96446.27,Paid
PAY13437,LOAN21590,2025-01-01,2024-12-29,2865.02,Paid
PAY18102,LOAN20116,2024-06-01,2024-05-31,32813.73,Paid
PAY00397,LOAN20101,2025-06-01,2025-06-13,29369.95478,Partial
PAY02148,LOAN20570,2023-05-01,,0,Skipped
PAY01544,LOAN20941,2025-02-01,,0,Skipped
PAY13493,LOAN21466,2023-12-01,,0,Skipped
PAY16829,LOAN20387,2022-11-01,2022-11-11,36999.71561,Partial
PAY02857,LOAN21592,2023-05-01,2023-04-21,59354.15,Paid
PAY13544,LOAN21589,2025-06-01,2025-05-27,69950.1,Paid
PAY06069,LOAN21065,2023-06-01,2023-05-29,46777.43,Paid
PAY13028,LOAN21905,2023-01-01,,0,Skipped
PAY11978,LOAN21327,2025-06-01,2025-05-25,24075.53,Paid
PAY08532,LOAN20753,2025-02-01,2025-02-06,12239.15382,Partial
PAY04700,LOAN20451,2023-09-01,2023-08-26,56950.28,Paid
PAY10503,LOAN20927,2024-07-01,2024-07-16,29851.25,Late
PAY15743,LOAN21584,2023-11-01,2023-11-07,42187.63,Bounced
PAY03969,LOAN20289,2025-02-01,2025-02-07,25452.45934,Partial
PAY03299,LOAN21831,2025-01-01,2025-01-02,53910.66802,Partial
PAY16686,LOAN20687,2023-06-01,2023-06-02,23511.96,Bounced
PAY03406,LOAN21816,2025-01-01,2024-12-27,55266.41,Paid
PAY15853,LOAN21791,2022-06-01,2022-05-25,11055.29,Paid
PAY15081,LOAN21703,2025-01-01,,0,Skipped
PAY11294,LOAN21040,2024-12-01,2024-12-03,57393.2,Bounced
PAY14805,LOAN20153,2023-04-01,2023-03-26,93695.99,Paid
PAY05447,LOAN21900,2024-03-01,2024-03-06,39715.19169,Partial
PAY09479,LOAN20168,2022-10-01,2022-10-06,21135.09,Bounced
PAY14572,LOAN21772,2024-02-01,2024-02-14,36512.64277,Partial
PAY09280,LOAN20001,2023-04-01,2023-03-28,6284.93,Paid
PAY03874,LOAN21200,2024-06-01,2024-05-25,62002.23,Paid
PAY01734,LOAN21538,2024-10-01,2024-12-11,65721.13,Late
PAY05847,LOAN21756,2024-08-01,2024-07-31,47854.76,Paid
PAY02363,LOAN20530,2024-01-01,2023-12-31,65566.86,Paid
PAY08866,LOAN21116,2025-01-01,2025-01-02,73562.3,Bounced
PAY08989,LOAN20589,2022-10-01,2022-09-23,64974.66,Paid
PAY14288,LOAN21432,2024-02-01,2024-01-26,100532.54,Paid
PAY06042,LOAN21738,2025-03-01,2025-03-02,22913.87795,Partial
PAY16408,LOAN21724,2023-09-01,2023-09-05,92642.5,Bounced
PAY07333,LOAN21437,2025-06-01,2025-05-27,16938.83,Paid
PAY18037,LOAN20947,2024-04-01,2024-03-22,12408.69,Paid
PAY12933,LOAN20655,2024-01-01,2023-12-28,67642.47,Paid
PAY10490,LOAN21960,2024-08-01,2024-07-29,58411.78,Paid
PAY08376,LOAN21742,2024-12-01,2024-12-02,33507.46781,Partial
PAY10699,LOAN20544,2024-03-01,2024-02-27,90263.35,Paid
PAY07561,LOAN21060,2022-02-01,,0,Skipped
PAY09273,LOAN20001,2022-09-01,2022-08-22,6284.93,Paid
PAY11205,LOAN21769,2025-03-01,2025-02-21,66605.78,Paid
PAY07153,LOAN21105,2024-10-01,2024-09-27,57280.02,Paid
PAY04670,LOAN21714,2024-07-01,2024-06-29,44067.62,Paid
PAY13244,LOAN21973,2022-09-01,2022-09-14,12355.24,Late
PAY02971,LOAN21594,2024-12-01,2024-12-11,4130.027249,Partial
PAY00165,LOAN20966,2025-04-01,2025-03-22,28154.15,Paid
PAY02964,LOAN21594,2024-05-01,2024-05-02,5159.58,Paid
PAY00759,LOAN20357,2023-04-01,,0,Skipped
PAY10125,LOAN20322,2023-06-01,2023-05-28,11208.62,Paid
PAY12261,LOAN20053,2024-01-01,2023-12-29,95290,Paid
PAY16931,LOAN21697,2025-05-01,2025-04-23,50391.61,Paid
PAY07255,LOAN20689,2024-02-01,2024-02-07,36868.59,Bounced
PAY14999,LOAN20169,2024-06-01,2024-06-12,10179.56542,Partial
PAY13147,LOAN21397,2024-07-01,2024-07-05,74466.86,Bounced
PAY15825,LOAN20887,2022-05-01,2022-05-14,3056.587669,Partial
PAY01153,LOAN20494,2025-03-01,,0,Skipped
PAY07364,LOAN21002,2024-12-01,2025-01-29,47650.63,Late
PAY12354,LOAN21815,2023-09-01,2023-11-21,31581.01,Late
PAY10930,LOAN21504,2025-01-01,,0,Skipped
PAY13260,LOAN21973,2024-01-01,2024-01-01,12355.24,Paid
PAY04481,LOAN20970,2022-10-01,2022-09-23,36839.04,Paid
PAY15762,LOAN20908,2022-10-01,2022-10-20,7083.11,Late
PAY00453,LOAN20840,2023-04-01,2023-03-30,47735.49,Paid
PAY09976,LOAN21747,2024-11-01,2024-11-01,2388.13,Paid
PAY10913,LOAN21546,2023-11-01,2023-10-22,17393.19,Paid
PAY08643,LOAN20504,2023-10-01,2023-10-02,7757.36,Bounced
PAY08437,LOAN20155,2025-01-01,2024-12-31,70029.27,Paid
PAY16086,LOAN20525,2023-09-01,2023-09-01,111068.29,Bounced
PAY11922,LOAN20398,2024-07-01,2024-07-02,35754.72,Paid
PAY12021,LOAN20244,2022-10-01,,0,Skipped
PAY10925,LOAN21546,2024-11-01,2024-11-02,17393.19,Paid
PAY09914,LOAN21664,2025-04-01,2025-03-22,7468.44,Paid
PAY06853,LOAN20712,2025-02-01,2025-01-26,20394.36,Paid
PAY01180,LOAN21704,2025-05-01,2025-04-24,23346.87,Paid
PAY14160,LOAN20477,2025-02-01,2025-02-01,5932.75,Paid
PAY13213,LOAN21103,2025-04-01,,0,Skipped
PAY17436,LOAN21129,2022-10-01,2022-11-10,61160.98,Late
PAY13643,LOAN21862,2025-02-01,2025-02-14,99302.85,Late
PAY06699,LOAN21401,2025-03-01,2025-03-02,44731.09,Paid
PAY17181,LOAN20130,2022-08-01,2022-08-02,42904.07,Paid
PAY05306,LOAN21721,2023-12-01,2023-11-23,59351.16,Paid
PAY09752,LOAN21524,2022-11-01,2022-10-29,11087.91,Paid
PAY12246,LOAN20053,2022-10-01,2022-09-21,95290,Paid
PAY05583,LOAN20948,2023-11-01,2023-10-27,29066.9,Paid
PAY12353,LOAN21815,2023-08-01,,0,Skipped
PAY04101,LOAN20656,2022-02-01,,0,Skipped
PAY16833,LOAN20387,2023-03-01,2023-03-06,77663.45,Bounced
PAY12556,LOAN20916,2022-11-01,2023-01-08,17415.31,Late
PAY17145,LOAN20620,2025-01-01,2025-01-01,103863.25,Paid
PAY08801,LOAN20725,2025-02-01,2025-01-30,53794.35,Paid
PAY14600,LOAN21168,2025-03-01,2025-02-23,72859.67,Paid
PAY02066,LOAN21244,2024-05-01,2024-04-24,31858.64,Paid
PAY06290,LOAN20782,2024-01-01,2023-12-30,39911.32,Paid
PAY15132,LOAN21865,2021-12-01,2021-11-23,64189.01,Paid
PAY11759,LOAN20339,2024-11-01,2024-11-06,13762.953,Partial
PAY10598,LOAN20726,2023-10-01,2023-11-13,83986.48,Late
PAY11339,LOAN21406,2023-11-01,2023-11-02,83540.94,Paid
PAY05064,LOAN21201,2022-11-01,,0,Skipped
PAY17431,LOAN21129,2022-05-01,2022-05-06,61160.98,Bounced
PAY14702,LOAN21935,2025-02-01,2025-01-25,51560.1,Paid
PAY06109,LOAN20035,2025-01-01,2025-01-15,67089.45,Late
PAY04655,LOAN21714,2023-04-01,2023-03-25,44067.62,Paid
PAY05328,LOAN20695,2021-10-01,2021-10-03,52791.39,Paid
PAY11955,LOAN20750,2024-09-01,2024-08-27,62009.53,Paid
PAY09838,LOAN20683,2024-08-01,2024-08-20,34043.92,Late
PAY09787,LOAN21734,2022-10-01,2022-10-04,20431.63,Bounced
PAY09368,LOAN20651,2023-07-01,2023-07-14,2033.963027,Partial
PAY01657,LOAN21452,2022-12-01,2022-11-27,2128.93,Paid
PAY10552,LOAN21702,2022-12-01,2022-11-28,84642.99,Paid
PAY10450,LOAN21716,2024-09-01,,0,Skipped
PAY03649,LOAN20269,2024-02-01,2024-02-01,46311.32,Paid
PAY00171,LOAN21421,2025-04-01,2025-03-30,10936.85,Paid
PAY11693,LOAN20448,2025-04-01,2025-03-24,29444.61,Paid
PAY17630,LOAN21230,2022-12-01,2022-11-25,17043.94,Paid
PAY01690,LOAN20384,2024-07-01,,0,Skipped
PAY08634,LOAN20504,2023-01-01,2023-01-14,2679.853713,Partial
PAY12804,LOAN20878,2024-08-01,2024-07-23,11140.05,Paid
PAY17219,LOAN21652,2024-01-01,2024-02-12,128035.75,Late
PAY03548,LOAN20295,2025-02-01,2025-04-21,16877.14,Late
PAY06935,LOAN21749,2024-10-01,2024-10-27,60261.18,Late
PAY05691,LOAN20518,2025-03-01,2025-02-22,58762.18,Paid
PAY01125,LOAN20602,2025-03-01,2025-02-22,44047.17,Paid
PAY16762,LOAN21968,2023-09-01,,0,Skipped
PAY06184,LOAN20133,2022-03-01,2022-02-21,64193.95,Paid
PAY03474,LOAN20729,2023-04-01,2023-03-28,21970.72,Paid
PAY03917,LOAN20510,2023-04-01,2023-03-25,23848.85,Paid
PAY07036,LOAN20643,2023-12-01,2023-11-28,58917.22,Paid
PAY16598,LOAN21303,2025-04-01,2025-05-02,48471.12,Late
PAY18093,LOAN20116,2023-09-01,2023-08-25,32813.73,Paid
PAY15029,LOAN21321,2023-12-01,,0,Skipped
PAY17141,LOAN20620,2024-09-01,2024-09-01,103863.25,Paid
PAY07102,LOAN20036,2022-07-01,2022-07-11,20145.09899,Partial
PAY13783,LOAN20048,2024-08-01,2024-09-25,82473.32,Late
PAY06064,LOAN21065,2023-01-01,2022-12-25,46777.43,Paid
PAY16046,LOAN21349,2023-12-01,,0,Skipped
PAY07422,LOAN20659,2025-05-01,2025-04-22,77432.17,Paid
PAY06566,LOAN21563,2023-04-01,2023-03-26,64706.53,Paid
PAY09674,LOAN20141,2024-05-01,2024-04-25,79256.99,Paid
PAY17402,LOAN21202,2022-08-01,2022-07-28,39842.39,Paid
PAY06538,LOAN21654,2024-10-01,2024-10-13,29265.31173,Partial
PAY10518,LOAN21622,2024-02-01,2024-01-31,63940.19,Paid
PAY13696,LOAN20761,2023-06-01,2023-06-01,18689.62,Bounced
PAY14625,LOAN20957,2023-09-01,2023-09-02,74602.66,Bounced
PAY02992,LOAN21884,2025-06-01,2025-07-09,54150.2,Late
PAY00695,LOAN20287,2024-11-01,,0,Skipped
PAY06375,LOAN21323,2023-12-01,2023-11-26,56049.98,Paid
PAY01144,LOAN20494,2024-06-01,2024-06-03,41824.96,Bounced
PAY09188,LOAN21605,2024-04-01,2024-03-28,58718.28,Paid
PAY04686,LOAN20451,2022-07-01,2022-06-27,56950.28,Paid
PAY17173,LOAN20562,2025-03-01,2025-03-02,85214.77,Paid
PAY05503,LOAN20279,2023-08-01,2023-07-31,57900.41,Paid
PAY00578,LOAN21945,2022-09-01,2022-08-31,58983.03,Paid
PAY12233,LOAN20053,2021-09-01,2021-08-22,95290,Paid
PAY06330,LOAN20433,2024-07-01,2024-06-24,42366.65,Paid
PAY08091,LOAN21987,2025-02-01,2025-01-24,25422.54,Paid
PAY03399,LOAN21816,2024-06-01,2024-05-23,55266.41,Paid
PAY01642,LOAN20565,2025-02-01,2025-02-03,5672.84,Bounced
PAY17457,LOAN21906,2023-03-01,2023-02-28,56097.18,Paid
PAY17024,LOAN20841,2023-09-01,2023-08-26,121477.26,Paid
PAY15061,LOAN20600,2024-07-01,2024-09-09,52635.98,Late
PAY09739,LOAN20442,2025-04-01,2025-03-26,78737.46,Paid
PAY02510,LOAN20140,2024-10-01,2024-09-30,49820.29,Paid
PAY15450,LOAN21417,2023-09-01,2023-08-27,13666.61,Paid
PAY16508,LOAN21726,2024-09-01,2024-08-23,71716.85,Paid
PAY07287,LOAN21122,2021-10-01,2021-12-05,17794.59,Late
PAY12324,LOAN21215,2024-02-01,2024-01-31,83403.14,Paid
PAY03707,LOAN20460,2025-04-01,2025-04-01,19669.9,Bounced
PAY06567,LOAN21563,2023-05-01,2023-04-21,64706.53,Paid
PAY05033,LOAN20925,2023-07-01,2023-07-04,8834.17,Bounced
PAY06837,LOAN20712,2023-10-01,2023-09-30,20394.36,Paid
PAY01746,LOAN20837,2022-07-01,,0,Skipped
PAY01916,LOAN20343,2024-10-01,,0,Skipped
PAY17390,LOAN21766,2024-11-01,2024-11-07,39409.39324,Partial
PAY15226,LOAN21765,2024-11-01,,0,Skipped
PAY00564,LOAN21932,2024-05-01,2024-05-01,22056.68,Paid
PAY16023,LOAN21608,2024-05-01,2024-05-04,74627.68,Bounced
PAY11731,LOAN20852,2024-05-01,2024-04-29,44193.74,Paid
PAY09172,LOAN21605,2022-12-01,2022-11-21,58718.28,Paid
PAY14596,LOAN21168,2024-11-01,2024-10-25,72859.67,Paid
PAY00546,LOAN21752,2024-05-01,2024-04-30,11954.73,Paid
PAY16122,LOAN20877,2023-08-01,2023-07-24,68398.54,Paid
PAY01121,LOAN20602,2024-11-01,2024-10-30,44047.17,Paid
PAY10327,LOAN21886,2025-03-01,2025-03-01,9444.17,Paid
PAY00301,LOAN21797,2024-05-01,2024-04-26,21206.98,Paid
PAY12490,LOAN20978,2024-06-01,2024-05-31,29543.14,Paid
PAY07841,LOAN21870,2025-06-01,2025-05-28,15405.32,Paid
PAY10182,LOAN21682,2024-01-01,2023-12-26,62617.99,Paid
PAY05752,LOAN20895,2023-07-01,2023-06-23,41123.93,Paid
PAY00952,LOAN21351,2024-08-01,2024-09-26,58530.89,Late
PAY04317,LOAN21298,2025-04-01,2025-03-28,24082.51,Paid
PAY07792,LOAN20440,2024-05-01,2024-04-28,29028.04,Paid
PAY13586,LOAN20196,2023-04-01,2023-03-30,69117.19,Paid
PAY14698,LOAN21935,2024-10-01,2024-09-26,51560.1,Paid
PAY05462,LOAN21900,2025-06-01,2025-06-10,29164.97503,Partial
PAY14831,LOAN21774,2023-09-01,2023-08-25,87170.04,Paid
PAY18180,LOAN21753,2025-05-01,2025-04-21,62001.34,Paid
PAY03622,LOAN21041,2023-10-01,2023-09-28,44683.9,Paid
PAY09276,LOAN20001,2022-12-01,2022-11-28,6284.93,Paid
PAY04726,LOAN21283,2022-09-01,2022-08-23,68714.43,Paid
PAY17094,LOAN21093,2024-07-01,2024-06-21,128992.55,Paid
PAY16081,LOAN20525,2023-04-01,,0,Skipped
PAY02834,LOAN20461,2024-10-01,2024-09-22,1954.85,Paid
PAY00160,LOAN20966,2024-11-01,2024-11-02,28154.15,Paid
PAY05848,LOAN21756,2024-09-01,2024-08-23,47854.76,Paid
PAY01790,LOAN20751,2022-05-01,2022-04-25,64231.14,Paid
PAY13023,LOAN21905,2022-08-01,2022-08-09,26380.31622,Partial
PAY04150,LOAN20145,2022-03-01,2022-03-02,34715.15,Paid
PAY04763,LOAN20619,2024-09-01,2024-08-24,33608.14,Paid
PAY05157,LOAN20549,2022-05-01,2022-05-01,61156.61,Paid
PAY07264,LOAN20689,2024-11-01,2024-10-30,36868.59,Paid
PAY06488,LOAN20200,2025-05-01,2025-05-01,21057.19327,Partial
PAY00333,LOAN20193,2023-12-01,2024-01-02,61433.78,Late
PAY07369,LOAN21002,2025-05-01,2025-05-01,42542.39583,Partial
PAY07883,LOAN21126,2025-01-01,2025-01-04,38028.59,Bounced
PAY16521,LOAN20869,2022-08-01,2022-07-27,57737.22,Paid
PAY12265,LOAN20053,2024-05-01,2024-04-29,95290,Paid
PAY16567,LOAN21373,2023-07-01,2023-06-22,56128.61,Paid
PAY06045,LOAN21738,2025-06-01,2025-06-06,53745.55,Bounced
PAY08959,LOAN21922,2025-01-01,2024-12-23,13428.57,Paid
PAY17795,LOAN21108,2025-02-01,2025-01-24,16809.76,Paid
PAY06407,LOAN21020,2025-01-01,2024-12-28,61208.11,Paid
PAY07192,LOAN20399,2025-04-01,2025-04-01,25420.96,Paid
PAY14530,LOAN21088,2024-02-01,2024-01-27,32469.14,Paid
PAY17972,LOAN21367,2025-05-01,2025-04-22,44696.07,Paid
PAY10411,LOAN20435,2025-02-01,2025-01-24,86357.35,Paid
PAY05713,LOAN21838,2024-01-01,2024-01-02,67790.69,Paid
PAY12065,LOAN20541,2023-03-01,2023-02-24,37948.15,Paid
PAY07534,LOAN21136,2024-11-01,2024-11-11,7497.95036,Partial
PAY08240,LOAN20177,2022-11-01,2022-10-26,41459.68,Paid
PAY09829,LOAN21690,2025-05-01,2025-05-02,5859.14,Paid
PAY09243,LOAN21142,2025-02-01,2025-02-02,31103.86,Paid
PAY01446,LOAN20900,2024-12-01,2024-11-28,26275.2,Paid
PAY12917,LOAN20655,2022-09-01,2022-09-02,67642.47,Paid
